cell1,cell2,score,dataset1,dataset2
305,612,0.571428571428571,1,2
307,599,0.523809523809524,1,2
307,2185,0.238095238095238,1,2
307,1698,0.476190476190476,1,2
308,1928,0.0476190476190476,1,2
309,252,0.380952380952381,1,2
311,2257,0.428571428571429,1,2
312,1813,0.952380952380952,1,2
316,2636,0.428571428571429,1,2
316,3271,0.619047619047619,1,2
318,1655,0.19047619047619,1,2
319,2186,0.19047619047619,1,2
319,2023,0.285714285714286,1,2
320,2597,0.619047619047619,1,2
320,1336,0.380952380952381,1,2
321,2157,0.19047619047619,1,2
323,2833,0.428571428571429,1,2
325,583,0.380952380952381,1,2
327,2563,1,1,2
327,923,0.80952380952381,1,2
327,1003,0.952380952380952,1,2
329,2847,1,1,2
329,2960,0.476190476190476,1,2
329,2045,0.761904761904762,1,2
332,3527,0.476190476190476,1,2
332,2847,0.80952380952381,1,2
333,1054,0.476190476190476,1,2
333,1541,0.380952380952381,1,2
334,3223,0.19047619047619,1,2
334,727,0.142857142857143,1,2
335,3200,0.904761904761905,1,2
336,280,0.714285714285714,1,2
336,1920,0.619047619047619,1,2
336,889,0.714285714285714,1,2
336,332,0.523809523809524,1,2
338,323,0.619047619047619,1,2
338,3377,0.761904761904762,1,2
339,2618,0.857142857142857,1,2
342,2597,0.619047619047619,1,2
343,707,0.571428571428571,1,2
343,783,0.142857142857143,1,2
345,2922,1,1,2
345,2039,0.857142857142857,1,2
345,3527,0.380952380952381,1,2
346,76,0.952380952380952,1,2
346,341,1,1,2
346,3290,1,1,2
346,2160,0.619047619047619,1,2
347,1321,0.571428571428571,1,2
347,2592,0.19047619047619,1,2
347,342,0.0952380952380952,1,2
348,3467,0.333333333333333,1,2
351,3213,0.857142857142857,1,2
351,2606,0.714285714285714,1,2
351,2321,0.238095238095238,1,2
352,987,0.952380952380952,1,2
354,872,0.476190476190476,1,2
354,1122,0.333333333333333,1,2
357,598,0.714285714285714,1,2
357,760,0.714285714285714,1,2
357,113,0.476190476190476,1,2
357,857,1,1,2
357,3304,1,1,2
358,2947,0.238095238095238,1,2
359,2037,0.142857142857143,1,2
362,2184,0.0952380952380952,1,2
364,2653,0.285714285714286,1,2
364,561,0.523809523809524,1,2
365,2976,0.380952380952381,1,2
365,3303,0.238095238095238,1,2
365,3405,0.285714285714286,1,2
367,416,0.380952380952381,1,2
367,2349,0.238095238095238,1,2
368,3243,0.619047619047619,1,2
368,1025,0.428571428571429,1,2
368,1189,0.571428571428571,1,2
371,2380,1,1,2
374,3570,0.428571428571429,1,2
375,77,0.523809523809524,1,2
375,53,0.428571428571429,1,2
378,1500,0.285714285714286,1,2
378,2171,0.0952380952380952,1,2
379,2220,0.523809523809524,1,2
379,2495,0.238095238095238,1,2
384,48,0.714285714285714,1,2
386,1530,0.19047619047619,1,2
387,1389,0.238095238095238,1,2
388,2804,0.428571428571429,1,2
392,347,0.238095238095238,1,2
396,2451,0.904761904761905,1,2
396,1130,0.0952380952380952,1,2
396,1298,0.380952380952381,1,2
397,464,0.619047619047619,1,2
397,2578,0.285714285714286,1,2
397,797,0.19047619047619,1,2
398,2973,0.761904761904762,1,2
398,1661,1,1,2
398,1465,1,1,2
399,1175,0.19047619047619,1,2
399,1866,0.476190476190476,1,2
400,1327,0.857142857142857,1,2
400,2973,0.904761904761905,1,2
404,2500,0.476190476190476,1,2
404,537,0.333333333333333,1,2
405,262,0.428571428571429,1,2
406,210,0.619047619047619,1,2
409,703,0.238095238095238,1,2
410,1994,0.428571428571429,1,2
411,268,0.333333333333333,1,2
414,2731,0.619047619047619,1,2
414,33,0.428571428571429,1,2
414,263,0.380952380952381,1,2
415,3181,0.19047619047619,1,2
416,3146,0.476190476190476,1,2
416,466,0.80952380952381,1,2
416,395,0.238095238095238,1,2
417,2356,0.333333333333333,1,2
417,3017,0.380952380952381,1,2
419,3192,0.761904761904762,1,2
419,1674,0.666666666666667,1,2
420,782,0.571428571428571,1,2
422,1616,0.333333333333333,1,2
422,1372,0.476190476190476,1,2
422,3191,0.476190476190476,1,2
423,2582,0.19047619047619,1,2
424,1095,0.428571428571429,1,2
426,2337,0.619047619047619,1,2
429,266,0.619047619047619,1,2
430,1436,0.476190476190476,1,2
433,143,0.571428571428571,1,2
434,391,0.142857142857143,1,2
435,1118,0.523809523809524,1,2
435,1793,0.761904761904762,1,2
436,3082,0.19047619047619,1,2
436,1684,0.238095238095238,1,2
437,883,0.380952380952381,1,2
438,129,0.333333333333333,1,2
438,1173,0.238095238095238,1,2
439,1801,0.285714285714286,1,2
440,14,0.761904761904762,1,2
440,2982,0.238095238095238,1,2
441,3272,1,1,2
442,2856,1,1,2
442,441,1,1,2
443,1002,0.333333333333333,1,2
443,764,0.0476190476190476,1,2
445,48,0.380952380952381,1,2
447,2703,0.666666666666667,1,2
448,1619,0.380952380952381,1,2
448,1323,0.0476190476190476,1,2
449,209,0.523809523809524,1,2
453,111,0.619047619047619,1,2
454,3558,0.380952380952381,1,2
454,1324,0.333333333333333,1,2
454,2067,0.333333333333333,1,2
454,737,0.428571428571429,1,2
456,455,0.285714285714286,1,2
457,2437,0.666666666666667,1,2
459,458,0.19047619047619,1,2
460,1171,0.142857142857143,1,2
460,3187,0.476190476190476,1,2
461,1230,0.952380952380952,1,2
462,990,0.380952380952381,1,2
465,638,0.571428571428571,1,2
466,1720,0.428571428571429,1,2
466,1376,0.333333333333333,1,2
467,466,0.666666666666667,1,2
467,2709,1,1,2
468,524,0.142857142857143,1,2
468,1438,0.523809523809524,1,2
469,3160,0.571428571428571,1,2
469,486,0.19047619047619,1,2
470,2350,1,1,2
470,315,0.714285714285714,1,2
470,186,0.476190476190476,1,2
471,3030,0.523809523809524,1,2
472,2343,1,1,2
472,2658,0.285714285714286,1,2
472,1513,0.80952380952381,1,2
473,2789,0.714285714285714,1,2
473,1995,0.619047619047619,1,2
474,493,0.238095238095238,1,2
474,3366,0.380952380952381,1,2
475,2915,0.619047619047619,1,2
475,2646,0.523809523809524,1,2
477,2873,0.333333333333333,1,2
477,242,0.333333333333333,1,2
477,3043,0.19047619047619,1,2
478,331,0.238095238095238,1,2
479,3395,0.0952380952380952,1,2
479,550,0.285714285714286,1,2
480,1396,0.285714285714286,1,2
480,1237,0.142857142857143,1,2
482,1690,0.476190476190476,1,2
483,408,0.619047619047619,1,2
483,413,0.666666666666667,1,2
483,1,0.333333333333333,1,2
484,2564,0.857142857142857,1,2
485,826,0.333333333333333,1,2
486,3575,0.523809523809524,1,2
486,2624,0.666666666666667,1,2
487,2711,0.380952380952381,1,2
487,1847,0.428571428571429,1,2
488,1822,1,1,2
489,693,0.857142857142857,1,2
489,2732,0.857142857142857,1,2
492,2275,0.619047619047619,1,2
493,788,0.80952380952381,1,2
495,3004,1,1,2
495,1051,0.666666666666667,1,2
495,2359,0.476190476190476,1,2
495,776,0.857142857142857,1,2
497,2753,0.714285714285714,1,2
500,2001,0.523809523809524,1,2
502,3440,0.666666666666667,1,2
502,1637,0.428571428571429,1,2
502,3192,0.666666666666667,1,2
502,2922,0.619047619047619,1,2
504,1982,0.857142857142857,1,2
504,2875,0.952380952380952,1,2
504,1012,0.428571428571429,1,2
504,1862,0.952380952380952,1,2
505,977,0.142857142857143,1,2
507,1677,0.380952380952381,1,2
508,882,0.238095238095238,1,2
508,2285,0.476190476190476,1,2
509,1793,0.19047619047619,1,2
511,2457,0.523809523809524,1,2
512,689,0.0952380952380952,1,2
513,1927,0.0952380952380952,1,2
513,1408,1,1,2
514,695,0.619047619047619,1,2
514,2261,0.476190476190476,1,2
515,3049,0.714285714285714,1,2
518,3618,0.0952380952380952,1,2
519,2510,0.80952380952381,1,2
519,503,0.80952380952381,1,2
519,1429,0.904761904761905,1,2
522,2101,0.761904761904762,1,2
522,3461,0.952380952380952,1,2
523,3095,0.380952380952381,1,2
524,2189,0.904761904761905,1,2
524,899,0.80952380952381,1,2
524,3511,0.857142857142857,1,2
527,3019,1,1,2
527,3510,0.523809523809524,1,2
527,839,1,1,2
528,258,0.666666666666667,1,2
528,3160,0.666666666666667,1,2
528,396,1,1,2
528,1909,0.761904761904762,1,2
529,520,1,1,2
533,2129,1,1,2
533,1767,1,1,2
533,1748,1,1,2
535,2361,0.619047619047619,1,2
535,2037,0.571428571428571,1,2
535,3002,0.857142857142857,1,2
536,1566,1,1,2
538,820,0.523809523809524,1,2
539,1469,0.380952380952381,1,2
540,2350,0.428571428571429,1,2
540,534,0.333333333333333,1,2
541,757,1,1,2
541,839,0.952380952380952,1,2
544,3545,0.714285714285714,1,2
545,754,0.428571428571429,1,2
546,3620,0.238095238095238,1,2
546,2357,0.19047619047619,1,2
547,564,0.476190476190476,1,2
548,1689,0.238095238095238,1,2
549,3425,0.19047619047619,1,2
552,2817,0.714285714285714,1,2
554,676,0.380952380952381,1,2
555,2770,0.285714285714286,1,2
558,2258,0.571428571428571,1,2
560,687,0.238095238095238,1,2
560,2343,0.380952380952381,1,2
563,2349,0.19047619047619,1,2
563,1442,0.380952380952381,1,2
564,1157,0.0476190476190476,1,2
564,2081,0.142857142857143,1,2
565,3096,0.333333333333333,1,2
566,702,0.19047619047619,1,2
568,2109,0.619047619047619,1,2
569,1389,0.619047619047619,1,2
569,1832,0.619047619047619,1,2
569,1286,0.380952380952381,1,2
572,1787,0.285714285714286,1,2
572,1028,0.19047619047619,1,2
573,2727,0.380952380952381,1,2
573,1718,0.428571428571429,1,2
576,1936,0.714285714285714,1,2
576,1168,0.523809523809524,1,2
576,2195,0.857142857142857,1,2
577,1259,0.428571428571429,1,2
578,2133,0.857142857142857,1,2
584,587,0.333333333333333,1,2
585,638,0.285714285714286,1,2
585,1413,0.476190476190476,1,2
586,2964,0.238095238095238,1,2
587,2306,0.857142857142857,1,2
587,1413,1,1,2
588,2337,0.476190476190476,1,2
589,471,0.857142857142857,1,2
589,2309,0.666666666666667,1,2
589,1973,0.19047619047619,1,2
589,1181,0.476190476190476,1,2
590,2357,0.476190476190476,1,2
591,3125,1,1,2
591,1190,0.428571428571429,1,2
592,1354,0.285714285714286,1,2
592,976,0.714285714285714,1,2
594,2457,0.380952380952381,1,2
594,962,0.619047619047619,1,2
596,2304,0.380952380952381,1,2
597,3571,0.714285714285714,1,2
597,3175,0.952380952380952,1,2
597,722,1,1,2
597,746,0.761904761904762,1,2
598,873,0.857142857142857,1,2
598,2877,1,1,2
599,2680,0.238095238095238,1,2
600,742,0.238095238095238,1,2
601,2944,0.761904761904762,1,2
601,3275,0.571428571428571,1,2
603,1346,0.428571428571429,1,2
603,3337,0.619047619047619,1,2
604,3386,0,1,2
605,2081,0.333333333333333,1,2
606,1018,1,1,2
606,3276,0.571428571428571,1,2
606,3305,0.666666666666667,1,2
607,3440,0.80952380952381,1,2
612,404,0.380952380952381,1,2
612,1964,0.571428571428571,1,2
613,1105,0.952380952380952,1,2
613,3423,1,1,2
614,1730,0.476190476190476,1,2
614,447,0.714285714285714,1,2
614,2858,0.238095238095238,1,2
614,2475,0.714285714285714,1,2
614,1558,0.571428571428571,1,2
616,2807,0.428571428571429,1,2
616,1030,0.238095238095238,1,2
618,2749,1,1,2
618,476,1,1,2
618,3242,1,1,2
619,759,0.142857142857143,1,2
623,625,0.714285714285714,1,2
624,65,0.80952380952381,1,2
624,3254,0.666666666666667,1,2
624,1722,0.666666666666667,1,2
626,628,0.380952380952381,1,2
627,1097,0.666666666666667,1,2
627,836,1,1,2
627,1836,1,1,2
627,1980,0.80952380952381,1,2
629,2853,0.80952380952381,1,2
630,2897,0.571428571428571,1,2
631,2058,0.571428571428571,1,2
631,2664,0.285714285714286,1,2
632,2502,0.428571428571429,1,2
633,1573,1,1,2
634,2103,0.142857142857143,1,2
634,1903,0.523809523809524,1,2
638,2457,0.666666666666667,1,2
639,2860,0.666666666666667,1,2
639,2336,0.523809523809524,1,2
641,3195,0.476190476190476,1,2
642,877,0.0476190476190476,1,2
643,1394,0.333333333333333,1,2
644,3398,0.761904761904762,1,2
644,2372,0.952380952380952,1,2
644,11,0.857142857142857,1,2
645,1206,0.238095238095238,1,2
645,1594,0.476190476190476,1,2
645,1728,0.428571428571429,1,2
646,1270,0.571428571428571,1,2
651,2733,0.619047619047619,1,2
652,1651,0.285714285714286,1,2
652,2694,0.19047619047619,1,2
652,1604,0.523809523809524,1,2
653,3559,0.952380952380952,1,2
653,1431,0.380952380952381,1,2
656,3215,0.523809523809524,1,2
657,1611,0.714285714285714,1,2
657,325,0.523809523809524,1,2
658,431,0.80952380952381,1,2
658,1825,0.714285714285714,1,2
658,849,0.714285714285714,1,2
658,2843,0.904761904761905,1,2
659,949,0.523809523809524,1,2
661,3361,0.571428571428571,1,2
661,303,0.380952380952381,1,2
661,60,0.285714285714286,1,2
662,1944,0.142857142857143,1,2
664,2104,0.238095238095238,1,2
664,2970,0.0952380952380952,1,2
664,806,0.19047619047619,1,2
666,462,0.714285714285714,1,2
666,1860,0.666666666666667,1,2
666,3041,0.952380952380952,1,2
667,3474,1,1,2
667,2273,1,1,2
668,2100,0.333333333333333,1,2
670,1597,0.80952380952381,1,2
670,2829,0.333333333333333,1,2
671,68,0.380952380952381,1,2
672,2835,0.80952380952381,1,2
674,732,0.285714285714286,1,2
675,2730,0.523809523809524,1,2
675,1710,0.285714285714286,1,2
675,692,0.571428571428571,1,2
677,1826,0.380952380952381,1,2
679,2939,0.904761904761905,1,2
680,2036,0.380952380952381,1,2
681,374,0.19047619047619,1,2
683,2723,0.142857142857143,1,2
685,1395,0.428571428571429,1,2
685,2367,0.571428571428571,1,2
686,465,0.19047619047619,1,2
687,3292,0,1,2
687,1201,0.19047619047619,1,2
688,464,0.523809523809524,1,2
688,1981,0.80952380952381,1,2
690,1026,0.714285714285714,1,2
690,1260,0.428571428571429,1,2
691,1716,0.428571428571429,1,2
692,1352,0.571428571428571,1,2
695,2743,0.904761904761905,1,2
695,2884,0.666666666666667,1,2
695,697,1,1,2
696,2165,0.19047619047619,1,2
696,2502,0.19047619047619,1,2
699,408,1,1,2
699,2191,0.904761904761905,1,2
699,425,1,1,2
700,413,0.761904761904762,1,2
701,287,0.238095238095238,1,2
701,164,0.333333333333333,1,2
701,1911,0.19047619047619,1,2
705,259,0.714285714285714,1,2
706,3545,0.0952380952380952,1,2
707,1347,0.523809523809524,1,2
707,1039,0.571428571428571,1,2
710,3311,0.19047619047619,1,2
710,3002,0.428571428571429,1,2
711,2255,0.523809523809524,1,2
711,2281,0.428571428571429,1,2
711,2712,0.761904761904762,1,2
712,1779,0.80952380952381,1,2
712,732,0.666666666666667,1,2
713,644,0.428571428571429,1,2
713,767,0.285714285714286,1,2
715,1070,0.142857142857143,1,2
716,1279,0.571428571428571,1,2
718,2348,0.476190476190476,1,2
718,1425,0.523809523809524,1,2
719,118,0.761904761904762,1,2
720,3147,0.285714285714286,1,2
720,3442,0.428571428571429,1,2
720,1443,0.380952380952381,1,2
720,165,0.476190476190476,1,2
721,1427,0.285714285714286,1,2
722,2259,0.285714285714286,1,2
722,1865,0.428571428571429,1,2
723,964,0.666666666666667,1,2
723,884,0.428571428571429,1,2
724,2243,0.285714285714286,1,2
727,727,0.333333333333333,1,2
727,1942,0.333333333333333,1,2
728,3495,1,1,2
729,3505,1,1,2
732,731,1,1,2
732,3357,0.714285714285714,1,2
733,2014,1,1,2
733,2258,1,1,2
737,2239,0.714285714285714,1,2
737,2708,0.19047619047619,1,2
738,2971,0.19047619047619,1,2
741,2315,0.619047619047619,1,2
741,442,0.571428571428571,1,2
741,2272,0.333333333333333,1,2
743,604,0.380952380952381,1,2
743,495,0.285714285714286,1,2
743,2808,0.238095238095238,1,2
745,2901,0.761904761904762,1,2
745,3268,0.333333333333333,1,2
746,692,0.142857142857143,1,2
746,1041,0.238095238095238,1,2
747,2502,0.238095238095238,1,2
748,867,0.904761904761905,1,2
751,2938,0.571428571428571,1,2
752,1824,1,1,2
753,1237,0.523809523809524,1,2
753,1841,0.428571428571429,1,2
753,3303,0.142857142857143,1,2
755,1264,0.571428571428571,1,2
756,3346,0.666666666666667,1,2
756,1942,0.238095238095238,1,2
758,1535,0.619047619047619,1,2
759,2734,1,1,2
759,757,1,1,2
759,1314,0.952380952380952,1,2
761,2922,0.476190476190476,1,2
763,2373,0.380952380952381,1,2
764,984,0.285714285714286,1,2
765,192,0.571428571428571,1,2
765,913,0.571428571428571,1,2
766,108,0.0476190476190476,1,2
767,1083,0.238095238095238,1,2
768,830,0.380952380952381,1,2
768,3188,0.523809523809524,1,2
770,2643,0.380952380952381,1,2
