cell1,cell2,score,dataset1,dataset2
296,2708,0.238095238095238,1,2
298,2611,0.380952380952381,1,2
299,302,0.238095238095238,1,2
299,2657,0.0476190476190476,1,2
301,3085,0.761904761904762,1,2
301,1812,1,1,2
301,3511,0.571428571428571,1,2
302,3464,0.428571428571429,1,2
305,316,0.333333333333333,1,2
305,520,0.238095238095238,1,2
310,341,0.476190476190476,1,2
310,4297,0.142857142857143,1,2
313,1741,0.523809523809524,1,2
315,1581,0,1,2
316,3386,0.285714285714286,1,2
316,2119,0.380952380952381,1,2
316,1672,0.285714285714286,1,2
317,741,0.428571428571429,1,2
318,972,0.285714285714286,1,2
318,255,0.19047619047619,1,2
320,2099,0,1,2
321,2678,0.285714285714286,1,2
321,1103,0.0952380952380952,1,2
322,1928,0.428571428571429,1,2
324,3344,0.238095238095238,1,2
324,3552,0.333333333333333,1,2
329,1986,0.619047619047619,1,2
329,205,0.476190476190476,1,2
330,1693,0.428571428571429,1,2
331,2421,0.80952380952381,1,2
331,2847,0.476190476190476,1,2
332,2984,0.0476190476190476,1,2
332,731,0.142857142857143,1,2
334,47,0.19047619047619,1,2
337,1830,0.714285714285714,1,2
338,972,0.142857142857143,1,2
338,2594,0.238095238095238,1,2
340,402,0.285714285714286,1,2
341,3558,0.857142857142857,1,2
342,1005,0.238095238095238,1,2
343,3686,0.333333333333333,1,2
344,2354,0.238095238095238,1,2
345,1212,0.0952380952380952,1,2
346,349,1,1,2
346,2139,1,1,2
346,3335,1,1,2
346,4362,1,1,2
348,3096,0.523809523809524,1,2
351,4119,0.19047619047619,1,2
354,491,1,1,2
354,2155,1,1,2
355,13,0.142857142857143,1,2
359,2820,0.571428571428571,1,2
361,4353,0.476190476190476,1,2
364,1263,1,1,2
365,1266,0.285714285714286,1,2
367,504,0.619047619047619,1,2
367,2654,0.238095238095238,1,2
367,1082,0.571428571428571,1,2
368,1766,0.0476190476190476,1,2
368,1997,0.571428571428571,1,2
368,55,0.476190476190476,1,2
369,4312,0.380952380952381,1,2
369,2298,0.571428571428571,1,2
370,1753,0.333333333333333,1,2
374,2942,0.238095238095238,1,2
374,2738,0.19047619047619,1,2
375,379,0.666666666666667,1,2
375,2010,0.619047619047619,1,2
378,3178,0.571428571428571,1,2
378,1396,0.333333333333333,1,2
378,3994,0.476190476190476,1,2
381,2339,0.0952380952380952,1,2
381,3221,0.238095238095238,1,2
382,517,0.761904761904762,1,2
384,469,0.380952380952381,1,2
384,3913,0.523809523809524,1,2
385,2676,0.0476190476190476,1,2
385,2585,0.476190476190476,1,2
386,3514,0.142857142857143,1,2
387,765,0.0476190476190476,1,2
388,3585,0.333333333333333,1,2
388,4043,0.19047619047619,1,2
390,1435,1,1,2
390,1218,1,1,2
390,1437,1,1,2
390,3996,1,1,2
391,3010,0.523809523809524,1,2
393,378,0.0952380952380952,1,2
397,1032,0.333333333333333,1,2
397,1951,0.428571428571429,1,2
398,3559,0.238095238095238,1,2
402,2767,0.380952380952381,1,2
404,3253,0.571428571428571,1,2
405,3980,0.238095238095238,1,2
407,4132,0.523809523809524,1,2
409,2712,0.476190476190476,1,2
409,832,0.476190476190476,1,2
411,3470,0.571428571428571,1,2
411,1907,0.238095238095238,1,2
411,4361,0.428571428571429,1,2
412,4040,0.380952380952381,1,2
414,415,0.142857142857143,1,2
415,1934,0.428571428571429,1,2
417,3938,0.428571428571429,1,2
426,3796,0.19047619047619,1,2
430,2282,0.0952380952380952,1,2
430,2386,0.380952380952381,1,2
432,3575,0.380952380952381,1,2
434,839,0.380952380952381,1,2
440,917,0.380952380952381,1,2
441,1441,0.238095238095238,1,2
442,1042,0.0476190476190476,1,2
444,1416,0.19047619047619,1,2
445,3710,0.380952380952381,1,2
445,579,0.571428571428571,1,2
450,3222,0.619047619047619,1,2
450,4196,0.0952380952380952,1,2
451,273,0.0952380952380952,1,2
452,2461,0.238095238095238,1,2
453,650,0.380952380952381,1,2
454,3442,0.476190476190476,1,2
455,2189,0.380952380952381,1,2
455,949,0.333333333333333,1,2
456,3340,0.0952380952380952,1,2
456,2972,0.0952380952380952,1,2
457,2761,0.666666666666667,1,2
458,1226,0.476190476190476,1,2
459,925,0.571428571428571,1,2
461,2528,0.0476190476190476,1,2
461,2918,0.428571428571429,1,2
461,2395,0.142857142857143,1,2
462,2322,0.476190476190476,1,2
464,1988,0.523809523809524,1,2
466,2383,0.0476190476190476,1,2
467,1958,0.238095238095238,1,2
468,1910,0.714285714285714,1,2
469,3475,0.666666666666667,1,2
469,4171,0.523809523809524,1,2
469,1365,0.428571428571429,1,2
470,3909,0.238095238095238,1,2
473,1843,0.238095238095238,1,2
474,1659,0.476190476190476,1,2
474,3204,0.238095238095238,1,2
476,589,0.571428571428571,1,2
478,1000,0.476190476190476,1,2
485,2482,0.285714285714286,1,2
486,2745,0.333333333333333,1,2
486,579,0.19047619047619,1,2
487,900,0.285714285714286,1,2
487,1461,0.0476190476190476,1,2
487,2040,0.0476190476190476,1,2
488,562,0.380952380952381,1,2
489,1614,0.285714285714286,1,2
489,3585,0.19047619047619,1,2
491,2504,0.285714285714286,1,2
492,1988,0.19047619047619,1,2
495,1200,0.714285714285714,1,2
496,924,0,1,2
499,3056,0.80952380952381,1,2
499,4116,0.333333333333333,1,2
499,3722,0.333333333333333,1,2
500,272,0.333333333333333,1,2
500,956,0.19047619047619,1,2
505,31,0.19047619047619,1,2
505,1317,0.285714285714286,1,2
507,345,0.952380952380952,1,2
508,3785,0.333333333333333,1,2
510,227,0.428571428571429,1,2
515,3637,0.19047619047619,1,2
515,2893,0.285714285714286,1,2
517,3761,0.666666666666667,1,2
518,1577,1,1,2
518,2103,1,1,2
518,1519,1,1,2
525,3426,0.333333333333333,1,2
526,2835,0.238095238095238,1,2
526,2132,0,1,2
528,471,0.571428571428571,1,2
529,2128,0.0476190476190476,1,2
533,3043,0.380952380952381,1,2
535,2815,0.333333333333333,1,2
535,943,0.142857142857143,1,2
537,3686,0.476190476190476,1,2
538,1424,0.333333333333333,1,2
540,3456,0.666666666666667,1,2
540,2320,0.857142857142857,1,2
540,2362,1,1,2
541,618,0.380952380952381,1,2
546,1330,0.571428571428571,1,2
546,369,0.333333333333333,1,2
548,87,0.380952380952381,1,2
548,1408,0.523809523809524,1,2
550,3411,0.238095238095238,1,2
551,989,0.857142857142857,1,2
551,2935,0.714285714285714,1,2
551,3186,1,1,2
551,2261,0.619047619047619,1,2
551,2982,0.523809523809524,1,2
552,2529,0.523809523809524,1,2
553,1113,0.904761904761905,1,2
553,903,0.428571428571429,1,2
555,747,1,1,2
555,1675,0.80952380952381,1,2
556,2803,0.238095238095238,1,2
557,3990,0.19047619047619,1,2
558,875,0.238095238095238,1,2
559,512,0,1,2
559,1206,0.571428571428571,1,2
564,504,0.380952380952381,1,2
565,3059,0.285714285714286,1,2
567,2611,0.0952380952380952,1,2
569,1658,0.428571428571429,1,2
571,3197,0.285714285714286,1,2
572,4054,0.523809523809524,1,2
572,583,0.19047619047619,1,2
573,539,1,1,2
573,740,1,1,2
573,1577,1,1,2
573,1568,0.714285714285714,1,2
576,288,1,1,2
576,3501,0.857142857142857,1,2
580,272,0.380952380952381,1,2
581,3921,0.142857142857143,1,2
584,3284,0.666666666666667,1,2
584,1006,0.333333333333333,1,2
584,4126,0.476190476190476,1,2
589,3549,0.380952380952381,1,2
590,1682,0.714285714285714,1,2
592,3561,0.571428571428571,1,2
592,4312,0.476190476190476,1,2
592,911,0.571428571428571,1,2
593,2989,0.380952380952381,1,2
594,3491,0.761904761904762,1,2
598,2664,0.619047619047619,1,2
601,2528,0.333333333333333,1,2
604,2925,0.142857142857143,1,2
605,2862,0.285714285714286,1,2
606,1543,0.285714285714286,1,2
607,1600,0.19047619047619,1,2
608,2693,0.19047619047619,1,2
609,1314,0.19047619047619,1,2
609,55,0.285714285714286,1,2
611,3093,0.238095238095238,1,2
611,49,0.333333333333333,1,2
612,2546,1,1,2
615,4326,0.619047619047619,1,2
616,1132,0.476190476190476,1,2
617,274,0.523809523809524,1,2
618,2182,0.380952380952381,1,2
619,220,0.285714285714286,1,2
622,580,0.857142857142857,1,2
623,3470,0.619047619047619,1,2
623,628,0.19047619047619,1,2
624,2134,0.523809523809524,1,2
627,2136,0.285714285714286,1,2
630,2417,0.285714285714286,1,2
630,2795,0.904761904761905,1,2
635,2878,0.761904761904762,1,2
635,4054,0.380952380952381,1,2
636,303,0.285714285714286,1,2
637,225,0.666666666666667,1,2
637,1534,0.571428571428571,1,2
641,2395,0.238095238095238,1,2
648,2004,0.238095238095238,1,2
648,4026,0.238095238095238,1,2
653,831,0.380952380952381,1,2
655,3236,0.619047619047619,1,2
656,3661,0.0476190476190476,1,2
658,1525,0.428571428571429,1,2
659,1226,0.0952380952380952,1,2
660,2268,0.0952380952380952,1,2
660,1693,0.523809523809524,1,2
663,49,0.666666666666667,1,2
665,3904,0.19047619047619,1,2
665,3589,0.714285714285714,1,2
667,1467,0.19047619047619,1,2
668,657,0.428571428571429,1,2
671,2972,0.761904761904762,1,2
671,4296,0.428571428571429,1,2
671,2592,0.285714285714286,1,2
672,1365,1,1,2
672,3607,0.428571428571429,1,2
672,4219,0.904761904761905,1,2
673,2590,0.904761904761905,1,2
675,1548,0.714285714285714,1,2
675,1470,0.428571428571429,1,2
676,2499,0.238095238095238,1,2
677,4357,0.476190476190476,1,2
678,4039,1,1,2
678,1736,1,1,2
679,2654,0.666666666666667,1,2
680,749,0.428571428571429,1,2
680,1430,0,1,2
680,4296,0.285714285714286,1,2
680,3390,0.428571428571429,1,2
681,217,1,1,2
682,938,0.285714285714286,1,2
682,95,0.238095238095238,1,2
682,1210,0,1,2
683,3075,0.238095238095238,1,2
684,179,0.619047619047619,1,2
686,2265,0.238095238095238,1,2
686,69,0.428571428571429,1,2
688,2861,0.142857142857143,1,2
689,1878,0.523809523809524,1,2
690,3282,1,1,2
690,2577,0.285714285714286,1,2
691,233,0.238095238095238,1,2
692,2078,0.285714285714286,1,2
692,1583,0.285714285714286,1,2
692,314,0.380952380952381,1,2
693,3884,0.0476190476190476,1,2
697,2921,0.380952380952381,1,2
697,453,0.238095238095238,1,2
703,2125,0.476190476190476,1,2
704,1565,0.333333333333333,1,2
704,3419,0,1,2
707,4135,1,1,2
707,726,1,1,2
707,3487,1,1,2
707,1033,1,1,2
708,66,0.428571428571429,1,2
710,2048,0.238095238095238,1,2
711,2973,0.571428571428571,1,2
713,2810,0.285714285714286,1,2
715,648,0.142857142857143,1,2
717,34,0.285714285714286,1,2
717,179,0.142857142857143,1,2
719,678,0.380952380952381,1,2
719,1616,0.380952380952381,1,2
720,1842,0.380952380952381,1,2
721,947,0.19047619047619,1,2
723,1844,1,1,2
723,2384,1,1,2
724,3082,0.428571428571429,1,2
724,3922,0.476190476190476,1,2
724,1877,0.285714285714286,1,2
724,1281,0.523809523809524,1,2
725,826,0.523809523809524,1,2
726,745,0.904761904761905,1,2
728,747,0.619047619047619,1,2
729,3038,0.380952380952381,1,2
730,1739,0.571428571428571,1,2
730,1663,0.19047619047619,1,2
731,841,0.428571428571429,1,2
732,3637,0.238095238095238,1,2
733,520,0.380952380952381,1,2
734,3923,0.19047619047619,1,2
735,3694,0.0476190476190476,1,2
736,3562,1,1,2
736,4377,0.857142857142857,1,2
736,3048,0.80952380952381,1,2
737,1970,0.380952380952381,1,2
738,1463,0.142857142857143,1,2
739,3940,0.285714285714286,1,2
739,3466,0.0952380952380952,1,2
741,1764,0.0476190476190476,1,2
742,1149,0.714285714285714,1,2
743,4180,0.285714285714286,1,2
744,3411,0.285714285714286,1,2
744,1030,0.238095238095238,1,2
746,4277,0.333333333333333,1,2
750,1538,0.476190476190476,1,2
751,28,0.142857142857143,1,2
751,569,0.142857142857143,1,2
753,45,0.428571428571429,1,2
753,4129,0,1,2
754,3543,0.476190476190476,1,2
755,193,0.333333333333333,1,2
756,19,0.285714285714286,1,2
757,2289,0.0476190476190476,1,2
761,1234,0.428571428571429,1,2
762,2941,0.285714285714286,1,2
765,2992,0.428571428571429,1,2
765,260,0.428571428571429,1,2
768,1425,0.380952380952381,1,2
769,4153,0,1,2
770,3253,0.333333333333333,1,2
773,3880,0.476190476190476,1,2
776,788,0.476190476190476,1,2
777,1986,0.142857142857143,1,2
777,4158,0.80952380952381,1,2
783,4013,0,1,2
787,252,0.476190476190476,1,2
787,1206,0.333333333333333,1,2
787,2609,0.619047619047619,1,2
787,3326,0.380952380952381,1,2
788,2079,0.285714285714286,1,2
790,1439,0.333333333333333,1,2
791,812,0.142857142857143,1,2
793,3637,0,1,2
795,2985,0.571428571428571,1,2
795,2805,0.19047619047619,1,2
799,726,1,1,2
799,3322,1,1,2
799,820,1,1,2
800,1551,0.142857142857143,1,2
801,3950,0.19047619047619,1,2
804,202,0.333333333333333,1,2
805,856,0.380952380952381,1,2
808,1301,0.238095238095238,1,2
816,747,0.428571428571429,1,2
817,2359,0.904761904761905,1,2
818,1151,0.238095238095238,1,2
821,1219,0.142857142857143,1,2
821,3398,0.238095238095238,1,2
822,249,0.285714285714286,1,2
823,469,0.142857142857143,1,2
825,4284,0.285714285714286,1,2
825,2332,0.285714285714286,1,2
826,3807,0.428571428571429,1,2
828,895,0.19047619047619,1,2
829,3593,0.523809523809524,1,2
831,1297,0.428571428571429,1,2
833,4363,0.428571428571429,1,2
835,1635,0.142857142857143,1,2
836,860,0.761904761904762,1,2
837,4141,0.285714285714286,1,2
837,481,0.238095238095238,1,2
838,3684,1,1,2
844,4312,0.19047619047619,1,2
847,1573,0.380952380952381,1,2
849,579,0.380952380952381,1,2
853,3519,0.142857142857143,1,2
853,3729,0.238095238095238,1,2
853,4012,0.0952380952380952,1,2
854,2904,0.571428571428571,1,2
854,4331,0.0476190476190476,1,2
855,2275,0.380952380952381,1,2
858,3874,0.19047619047619,1,2
859,336,0.380952380952381,1,2
863,1696,0.0952380952380952,1,2
866,3592,0.380952380952381,1,2
868,677,0.380952380952381,1,2
869,3961,0.285714285714286,1,2
870,3253,0.380952380952381,1,2
872,4234,0.238095238095238,1,2
875,994,0.285714285714286,1,2
876,202,0.19047619047619,1,2
877,4294,0.666666666666667,1,2
877,4124,0.952380952380952,1,2
879,4353,0.380952380952381,1,2
879,4291,0.285714285714286,1,2
880,187,0.380952380952381,1,2
880,1365,0.619047619047619,1,2
883,9,0.428571428571429,1,2
890,4057,0.238095238095238,1,2
890,630,0.761904761904762,1,2
892,1680,0.285714285714286,1,2
894,334,0.380952380952381,1,2
896,3124,0.238095238095238,1,2
899,4377,0.714285714285714,1,2
899,1707,0.476190476190476,1,2
902,489,0.285714285714286,1,2
905,1298,0.571428571428571,1,2
906,3289,0.238095238095238,1,2
907,2715,0.285714285714286,1,2
908,409,0.952380952380952,1,2
908,1087,0.714285714285714,1,2
908,29,0.666666666666667,1,2
909,2651,0.142857142857143,1,2
909,1315,0.333333333333333,1,2
909,3821,0.238095238095238,1,2
910,3397,0.285714285714286,1,2
910,3509,0.142857142857143,1,2
911,3155,0.761904761904762,1,2
913,3479,0.619047619047619,1,2
913,336,0.476190476190476,1,2
917,796,0.333333333333333,1,2
919,1964,0.238095238095238,1,2
919,3967,0.0476190476190476,1,2
921,3210,0.523809523809524,1,2
921,2541,0.0952380952380952,1,2
922,846,0.19047619047619,1,2
925,274,0.428571428571429,1,2
927,2577,0.571428571428571,1,2
928,3262,0.523809523809524,1,2
928,347,0.19047619047619,1,2
928,4361,0.428571428571429,1,2
933,2891,1,1,2
935,2691,0.0476190476190476,1,2
936,97,0.476190476190476,1,2
936,1911,0.619047619047619,1,2
938,2670,0.142857142857143,1,2
940,2405,0.142857142857143,1,2
941,534,0.238095238095238,1,2
941,2346,0.142857142857143,1,2
943,295,0.80952380952381,1,2
945,2830,0.476190476190476,1,2
947,312,0.285714285714286,1,2
953,2754,0.476190476190476,1,2
953,2705,0.0952380952380952,1,2
953,2795,0.80952380952381,1,2
954,356,1,1,2
959,989,0.619047619047619,1,2
960,93,0.0952380952380952,1,2
961,1573,0.238095238095238,1,2
961,1430,0.19047619047619,1,2
963,3118,0.333333333333333,1,2
963,4234,0.285714285714286,1,2
966,4223,0.142857142857143,1,2
968,2663,1,1,2
968,4217,0.285714285714286,1,2
968,563,0.761904761904762,1,2
968,140,0.666666666666667,1,2
969,811,0.333333333333333,1,2
970,429,0.238095238095238,1,2
970,4056,0.428571428571429,1,2
973,3306,0.380952380952381,1,2
974,178,0.428571428571429,1,2
975,3913,0.476190476190476,1,2
975,1226,0.380952380952381,1,2
976,3460,0.19047619047619,1,2
977,3147,1,1,2
978,1034,0.523809523809524,1,2
978,2261,0.619047619047619,1,2
983,3985,0.476190476190476,1,2
984,418,0.142857142857143,1,2
985,1088,0.285714285714286,1,2
987,3575,0.380952380952381,1,2
987,909,0.238095238095238,1,2
990,4349,1,1,2
990,4260,1,1,2
990,4110,0.952380952380952,1,2
990,726,1,1,2
993,1567,0.285714285714286,1,2
993,1071,0.19047619047619,1,2
995,1,0.333333333333333,1,2
997,409,0.19047619047619,1,2
999,997,0.142857142857143,1,2
1001,1609,1,1,2
1001,1033,1,1,2
1001,751,1,1,2
1001,3487,1,1,2
1003,3656,0.666666666666667,1,2
1006,737,0.571428571428571,1,2
1006,1500,0.285714285714286,1,2
1009,618,0.142857142857143,1,2
1010,3748,0.523809523809524,1,2
1010,3400,0.571428571428571,1,2
1013,1629,0.333333333333333,1,2
1014,1273,0.523809523809524,1,2
1015,146,0.19047619047619,1,2
1017,385,0.428571428571429,1,2
1018,2745,0,1,2
1019,1460,0.428571428571429,1,2
1019,1253,0.0476190476190476,1,2
1020,3337,0.19047619047619,1,2
1021,762,0.333333333333333,1,2
1023,10,0.142857142857143,1,2
1023,3660,0.238095238095238,1,2
1024,3240,0.19047619047619,1,2
1025,3691,0.0952380952380952,1,2
1025,2736,0.666666666666667,1,2
1026,401,0.619047619047619,1,2
1027,1334,0.19047619047619,1,2
1030,3089,0.285714285714286,1,2
1033,462,0.238095238095238,1,2
1033,3726,0.19047619047619,1,2
1033,586,0.0952380952380952,1,2
1034,3320,0.714285714285714,1,2
1034,9,1,1,2
1035,3550,0.285714285714286,1,2
1041,4155,0.380952380952381,1,2
1042,2993,0,1,2
1042,4172,0.0952380952380952,1,2
1046,2815,0.80952380952381,1,2
1046,4353,0.523809523809524,1,2
1046,4257,0.333333333333333,1,2
1047,4320,0.428571428571429,1,2
1047,1575,0.333333333333333,1,2
1048,3755,0.476190476190476,1,2
1048,681,0.380952380952381,1,2
1048,2559,0.285714285714286,1,2
1048,3234,0.666666666666667,1,2
1050,2152,1,1,2
1053,4354,0.476190476190476,1,2
1059,485,0.238095238095238,1,2
1061,3276,0.285714285714286,1,2
1062,1756,0.666666666666667,1,2
1063,2913,0.523809523809524,1,2
1063,1040,0.285714285714286,1,2
1064,2058,0.428571428571429,1,2
1066,1098,1,1,2
1068,3445,0.285714285714286,1,2
1068,2258,0.19047619047619,1,2
1071,3188,0.285714285714286,1,2
1072,3726,0.428571428571429,1,2
1072,3129,0.285714285714286,1,2
1073,1947,0.571428571428571,1,2
1075,3756,0.761904761904762,1,2
1079,3398,0.238095238095238,1,2
1080,2642,0.714285714285714,1,2
1082,3327,0.333333333333333,1,2
1082,2282,0.19047619047619,1,2
1082,781,0.333333333333333,1,2
1083,2420,0.285714285714286,1,2
1084,3200,0.333333333333333,1,2
1086,867,0.0952380952380952,1,2
1087,3116,1,1,2
1087,1458,1,1,2
1088,3459,0.523809523809524,1,2
1090,627,0.619047619047619,1,2
1091,3106,0.238095238095238,1,2
1092,3266,0.380952380952381,1,2
1100,462,0.285714285714286,1,2
1100,688,0.285714285714286,1,2
1100,534,0.19047619047619,1,2
1101,2000,0.380952380952381,1,2
1102,3858,0.571428571428571,1,2
1104,3326,0.666666666666667,1,2
1104,1669,0.380952380952381,1,2
1106,3780,0.285714285714286,1,2
1107,348,0.666666666666667,1,2
1109,2806,0.428571428571429,1,2
1111,3551,0,1,2
1114,3910,0.0952380952380952,1,2
1114,2110,0.285714285714286,1,2
1115,686,0.333333333333333,1,2
1116,3440,0.142857142857143,1,2
1116,2569,0.142857142857143,1,2
1117,555,0,1,2
1119,2753,0.142857142857143,1,2
