cell1,cell2,score,dataset1,dataset2
146,3380,0.315789473684211,1,2
148,552,0.315789473684211,1,2
148,2501,0.315789473684211,1,2
148,3153,0.263157894736842,1,2
148,2481,0.68421052631579,1,2
149,2643,0.210526315789474,1,2
153,1984,0.157894736842105,1,2
153,2312,0.368421052631579,1,2
154,3244,0.68421052631579,1,2
156,691,0.368421052631579,1,2
157,678,0.526315789473684,1,2
157,531,0.473684210526316,1,2
157,2619,0.421052631578947,1,2
158,226,0.315789473684211,1,2
158,1828,0.842105263157895,1,2
160,3387,0.631578947368421,1,2
161,2786,0.578947368421053,1,2
161,1533,0.315789473684211,1,2
162,2042,0.421052631578947,1,2
163,2901,0,1,2
164,900,1,1,2
164,2872,1,1,2
164,1490,1,1,2
164,3020,1,1,2
165,2237,0.947368421052632,1,2
165,634,0.736842105263158,1,2
167,3281,1,1,2
168,1371,0.0526315789473684,1,2
169,2029,0.526315789473684,1,2
171,2094,0.736842105263158,1,2
173,1524,0.578947368421053,1,2
174,3063,0.157894736842105,1,2
175,3453,0.736842105263158,1,2
175,2454,1,1,2
175,1602,1,1,2
176,2237,0.631578947368421,1,2
177,1,0.631578947368421,1,2
178,255,0,1,2
181,1896,0.421052631578947,1,2
185,2132,0.368421052631579,1,2
186,3228,0.315789473684211,1,2
187,1505,0.263157894736842,1,2
188,2458,0.526315789473684,1,2
190,1213,0.157894736842105,1,2
193,2375,0.263157894736842,1,2
195,1319,0.578947368421053,1,2
195,2948,0,1,2
196,186,0.368421052631579,1,2
196,2944,0.421052631578947,1,2
197,2621,1,1,2
197,3126,0.473684210526316,1,2
197,469,1,1,2
197,859,0.68421052631579,1,2
201,434,0.526315789473684,1,2
203,1810,0.0526315789473684,1,2
206,3354,0.210526315789474,1,2
206,797,0.368421052631579,1,2
207,1361,1,1,2
207,1480,0.526315789473684,1,2
208,561,0.210526315789474,1,2
209,2448,0.947368421052632,1,2
209,1597,0.526315789473684,1,2
209,2609,0.578947368421053,1,2
210,661,0.315789473684211,1,2
210,2479,0.368421052631579,1,2
212,1917,0.368421052631579,1,2
214,1578,0.473684210526316,1,2
214,578,0.210526315789474,1,2
215,3436,0.421052631578947,1,2
215,2921,0.473684210526316,1,2
216,292,0.105263157894737,1,2
216,1723,0.368421052631579,1,2
219,445,1,1,2
220,1731,0.631578947368421,1,2
221,582,0.894736842105263,1,2
221,2473,0,1,2
221,470,0.421052631578947,1,2
222,671,0.263157894736842,1,2
222,1699,0.315789473684211,1,2
224,126,0.789473684210526,1,2
226,326,0.421052631578947,1,2
227,82,0.0526315789473684,1,2
232,2137,0.421052631578947,1,2
233,3043,0.157894736842105,1,2
234,155,0.947368421052632,1,2
238,3215,0.473684210526316,1,2
238,824,0.0526315789473684,1,2
238,2457,0.210526315789474,1,2
239,66,0.421052631578947,1,2
240,1375,0.210526315789474,1,2
242,2690,0.894736842105263,1,2
242,2856,0.842105263157895,1,2
242,50,0.789473684210526,1,2
243,3205,0.631578947368421,1,2
243,3192,0.368421052631579,1,2
243,1900,0,1,2
256,2376,1,1,2
257,611,0.368421052631579,1,2
259,2886,0.473684210526316,1,2
259,1805,0.157894736842105,1,2
260,905,0.157894736842105,1,2
263,818,0.105263157894737,1,2
264,3293,0.315789473684211,1,2
265,1,0.210526315789474,1,2
267,3082,0.421052631578947,1,2
267,2745,0.421052631578947,1,2
268,2307,0.157894736842105,1,2
271,1517,0.210526315789474,1,2
271,1818,0.263157894736842,1,2
272,2545,0.315789473684211,1,2
272,2060,0.263157894736842,1,2
273,522,0.315789473684211,1,2
274,2620,0.473684210526316,1,2
275,1625,0.263157894736842,1,2
275,1970,0.368421052631579,1,2
277,265,0.473684210526316,1,2
277,1685,0.263157894736842,1,2
278,1974,0.473684210526316,1,2
279,2808,0.315789473684211,1,2
284,708,0.631578947368421,1,2
287,3258,0.263157894736842,1,2
288,210,1,1,2
288,3214,0.842105263157895,1,2
291,679,0.210526315789474,1,2
294,430,0.157894736842105,1,2
295,3336,1,1,2
296,3360,0.315789473684211,1,2
298,2943,0.421052631578947,1,2
299,2716,0.210526315789474,1,2
301,165,1,1,2
301,2638,1,1,2
301,2713,1,1,2
302,1171,0.578947368421053,1,2
302,3404,0.210526315789474,1,2
303,3341,0.421052631578947,1,2
305,2612,0.631578947368421,1,2
305,2294,0.157894736842105,1,2
307,691,0.315789473684211,1,2
308,2724,0.105263157894737,1,2
312,650,0.105263157894737,1,2
313,2518,0.578947368421053,1,2
314,1821,0.526315789473684,1,2
316,3257,0.421052631578947,1,2
318,596,0.473684210526316,1,2
318,2188,0.68421052631579,1,2
318,857,0.263157894736842,1,2
321,2842,0.315789473684211,1,2
321,3214,0.421052631578947,1,2
328,2200,0.157894736842105,1,2
329,2596,0.368421052631579,1,2
335,922,0.68421052631579,1,2
335,2763,0.263157894736842,1,2
337,265,0,1,2
337,3423,0.0526315789473684,1,2
338,1972,0.263157894736842,1,2
345,3317,0.105263157894737,1,2
351,277,0.368421052631579,1,2
353,1010,0.368421052631579,1,2
354,125,1,1,2
354,1000,1,1,2
356,3446,0.263157894736842,1,2
356,2151,0.473684210526316,1,2
357,1888,0.210526315789474,1,2
362,1058,0.0526315789473684,1,2
362,227,0.315789473684211,1,2
368,3081,0.421052631578947,1,2
369,1244,0.526315789473684,1,2
372,2636,0.157894736842105,1,2
373,2955,0,1,2
376,723,0.421052631578947,1,2
382,1404,0.368421052631579,1,2
385,362,0.210526315789474,1,2
389,49,0.631578947368421,1,2
390,3397,0.210526315789474,1,2
391,2642,0.263157894736842,1,2
393,2455,1,1,2
394,806,0.68421052631579,1,2
397,709,0.210526315789474,1,2
402,381,0.68421052631579,1,2
403,3476,0.526315789473684,1,2
405,718,0.105263157894737,1,2
405,1861,0.368421052631579,1,2
407,3231,0.315789473684211,1,2
408,226,0.315789473684211,1,2
408,2272,0.578947368421053,1,2
411,2350,1,1,2
411,1777,1,1,2
414,1569,0.157894736842105,1,2
414,578,0.526315789473684,1,2
415,1698,0.263157894736842,1,2
417,433,0.210526315789474,1,2
418,3388,0.210526315789474,1,2
419,1,0.578947368421053,1,2
419,2038,0.315789473684211,1,2
421,539,0.210526315789474,1,2
423,449,0.368421052631579,1,2
425,332,0.736842105263158,1,2
426,2206,0.736842105263158,1,2
428,1972,0.0526315789473684,1,2
429,2198,0.315789473684211,1,2
430,2172,0.263157894736842,1,2
431,2429,0.210526315789474,1,2
432,2002,0.421052631578947,1,2
432,3328,0.210526315789474,1,2
438,3080,0.0526315789473684,1,2
438,3214,0.421052631578947,1,2
439,2995,0.842105263157895,1,2
442,3260,0.0526315789473684,1,2
444,656,0.578947368421053,1,2
444,1861,0.210526315789474,1,2
445,441,1,1,2
446,1210,1,1,2
447,3456,0.157894736842105,1,2
447,393,0.263157894736842,1,2
449,1427,0.473684210526316,1,2
451,3333,0.263157894736842,1,2
454,2985,0.0526315789473684,1,2
457,2664,0.421052631578947,1,2
459,2122,1,1,2
460,998,0.210526315789474,1,2
462,432,0.947368421052632,1,2
462,1650,1,1,2
463,3164,0.578947368421053,1,2
464,643,0.105263157894737,1,2
465,438,0.421052631578947,1,2
468,1186,0.210526315789474,1,2
471,247,0.315789473684211,1,2
472,73,0.263157894736842,1,2
474,2067,0.421052631578947,1,2
474,637,0.105263157894737,1,2
474,3244,0.315789473684211,1,2
476,583,0.263157894736842,1,2
477,3012,0.210526315789474,1,2
478,3132,1,1,2
481,1891,0.315789473684211,1,2
485,3446,0.421052631578947,1,2
485,2651,0.315789473684211,1,2
490,431,0.578947368421053,1,2
490,2101,0.157894736842105,1,2
492,2824,0.210526315789474,1,2
492,2730,0.368421052631579,1,2
493,2216,0,1,2
495,2689,0.315789473684211,1,2
496,163,0.315789473684211,1,2
498,1221,0.157894736842105,1,2
499,2354,0.368421052631579,1,2
500,814,0.210526315789474,1,2
500,714,0.526315789473684,1,2
501,63,0.789473684210526,1,2
501,2860,0.105263157894737,1,2
501,276,0.315789473684211,1,2
503,564,0.263157894736842,1,2
505,2736,0.578947368421053,1,2
505,2878,0.473684210526316,1,2
505,2214,0.263157894736842,1,2
508,2364,0.105263157894737,1,2
508,2596,0.368421052631579,1,2
509,2237,0.421052631578947,1,2
510,2657,1,1,2
510,3443,0.526315789473684,1,2
510,478,0.631578947368421,1,2
510,187,0.631578947368421,1,2
510,513,0.473684210526316,1,2
512,1728,0.0526315789473684,1,2
512,1800,0.473684210526316,1,2
512,277,0.526315789473684,1,2
513,1445,0.0526315789473684,1,2
516,2926,0.0526315789473684,1,2
518,2317,0.263157894736842,1,2
520,205,0.315789473684211,1,2
520,995,0.210526315789474,1,2
521,2032,0.263157894736842,1,2
522,1981,0.421052631578947,1,2
527,1188,0.526315789473684,1,2
528,1548,0.473684210526316,1,2
528,3101,0.894736842105263,1,2
528,708,0.842105263157895,1,2
530,1526,0.210526315789474,1,2
532,3291,0.210526315789474,1,2
533,2705,0.631578947368421,1,2
534,416,0.263157894736842,1,2
538,3405,1,1,2
541,2132,0.368421052631579,1,2
543,1222,0.210526315789474,1,2
545,513,0.473684210526316,1,2
549,907,0.473684210526316,1,2
549,857,0.263157894736842,1,2
550,651,0.263157894736842,1,2
551,2817,1,1,2
551,316,1,1,2
551,1281,1,1,2
551,1670,1,1,2
553,6,0.473684210526316,1,2
553,1444,0.736842105263158,1,2
553,1659,0.68421052631579,1,2
557,175,0.315789473684211,1,2
557,1214,0.315789473684211,1,2
557,2114,0.421052631578947,1,2
558,17,0.421052631578947,1,2
559,1148,0.0526315789473684,1,2
559,113,0.68421052631579,1,2
563,3373,0.473684210526316,1,2
564,393,0.263157894736842,1,2
566,1878,0.157894736842105,1,2
572,3262,0.368421052631579,1,2
575,891,1,1,2
576,352,0.210526315789474,1,2
580,2880,1,1,2
583,543,0.0526315789473684,1,2
585,431,0.157894736842105,1,2
586,1949,0.473684210526316,1,2
587,1470,0.842105263157895,1,2
588,416,0.526315789473684,1,2
589,2434,0.894736842105263,1,2
590,555,0.578947368421053,1,2
590,934,0.263157894736842,1,2
590,1612,0.210526315789474,1,2
590,1815,0.631578947368421,1,2
591,2296,0.368421052631579,1,2
593,1555,0.157894736842105,1,2
594,764,0.315789473684211,1,2
596,2176,0.631578947368421,1,2
597,1966,0.736842105263158,1,2
598,2744,0.421052631578947,1,2
598,2876,0.473684210526316,1,2
603,704,0.210526315789474,1,2
604,2576,0.263157894736842,1,2
605,2609,0.631578947368421,1,2
605,2542,0.473684210526316,1,2
606,2792,0.68421052631579,1,2
606,1815,0.947368421052632,1,2
607,2532,0.526315789473684,1,2
610,1953,0.315789473684211,1,2
610,2452,0.263157894736842,1,2
610,381,0.210526315789474,1,2
611,2730,0.526315789473684,1,2
612,3444,0.421052631578947,1,2
613,1423,0.210526315789474,1,2
614,3229,0.421052631578947,1,2
616,711,0.631578947368421,1,2
618,1911,0.157894736842105,1,2
619,2877,1,1,2
620,314,0.526315789473684,1,2
620,2842,0.894736842105263,1,2
620,77,0.736842105263158,1,2
623,459,0.526315789473684,1,2
623,1563,0.0526315789473684,1,2
625,454,0.894736842105263,1,2
627,840,1,1,2
627,2761,0.947368421052632,1,2
628,2474,0.421052631578947,1,2
631,2120,0.157894736842105,1,2
632,1569,0.210526315789474,1,2
632,2549,0.368421052631579,1,2
634,439,0.526315789473684,1,2
635,2741,0.526315789473684,1,2
636,2458,0.157894736842105,1,2
638,2450,0.368421052631579,1,2
640,1783,0.210526315789474,1,2
645,2165,0.473684210526316,1,2
646,2782,0.526315789473684,1,2
646,2146,0.105263157894737,1,2
646,607,0.263157894736842,1,2
648,1795,1,1,2
648,917,1,1,2
650,2662,0.421052631578947,1,2
652,351,0.105263157894737,1,2
653,3364,0.263157894736842,1,2
657,3446,0.263157894736842,1,2
659,499,0.578947368421053,1,2
660,1684,0.210526315789474,1,2
661,310,0.315789473684211,1,2
662,2946,0.368421052631579,1,2
666,1690,0.736842105263158,1,2
666,2373,0.842105263157895,1,2
668,3481,0.368421052631579,1,2
669,2933,0.315789473684211,1,2
669,2543,0.526315789473684,1,2
669,3286,0.210526315789474,1,2
671,740,0.68421052631579,1,2
671,3379,0.736842105263158,1,2
671,3380,0.210526315789474,1,2
672,2819,0.263157894736842,1,2
675,1030,0.263157894736842,1,2
675,2248,0.105263157894737,1,2
676,210,0.526315789473684,1,2
676,952,0.421052631578947,1,2
676,793,0.315789473684211,1,2
681,2285,0.473684210526316,1,2
687,1658,1,1,2
689,1536,0.578947368421053,1,2
689,525,0.526315789473684,1,2
690,2949,0.368421052631579,1,2
692,2861,0.421052631578947,1,2
692,2910,0.157894736842105,1,2
692,1827,0,1,2
694,1857,1,1,2
694,2880,1,1,2
695,880,0.421052631578947,1,2
696,1408,0.473684210526316,1,2
698,91,0.578947368421053,1,2
706,1818,0.263157894736842,1,2
706,1092,0.473684210526316,1,2
707,3383,1,1,2
707,3276,1,1,2
708,2891,0.736842105263158,1,2
708,3278,0.421052631578947,1,2
708,2549,0.68421052631579,1,2
708,3064,0.526315789473684,1,2
711,3170,0.842105263157895,1,2
714,1593,0.315789473684211,1,2
715,697,0.842105263157895,1,2
715,2530,0.789473684210526,1,2
716,1891,0.263157894736842,1,2
717,2187,0.368421052631579,1,2
717,1016,0.210526315789474,1,2
718,678,0.473684210526316,1,2
721,1784,0.368421052631579,1,2
724,3147,0.210526315789474,1,2
725,447,0.68421052631579,1,2
725,1720,0.68421052631579,1,2
729,3261,0.105263157894737,1,2
730,2052,0.473684210526316,1,2
730,1380,0.631578947368421,1,2
731,3341,0.526315789473684,1,2
731,3338,0.368421052631579,1,2
734,439,0.68421052631579,1,2
734,3483,0.842105263157895,1,2
736,2752,0.368421052631579,1,2
738,1547,0.842105263157895,1,2
739,2175,0.368421052631579,1,2
739,81,0.947368421052632,1,2
739,994,0.578947368421053,1,2
740,2080,0.210526315789474,1,2
740,2073,0.263157894736842,1,2
741,480,0.315789473684211,1,2
742,1414,0.315789473684211,1,2
743,1218,0.947368421052632,1,2
743,441,0.68421052631579,1,2
745,543,0.263157894736842,1,2
749,2320,0.578947368421053,1,2
751,2164,0.315789473684211,1,2
752,3246,0.368421052631579,1,2
752,1331,0,1,2
755,3170,1,1,2
755,35,1,1,2
756,2726,0.789473684210526,1,2
759,2803,0.0526315789473684,1,2
759,1818,0.157894736842105,1,2
763,1077,0.368421052631579,1,2
763,338,0.421052631578947,1,2
763,2395,0.526315789473684,1,2
764,3072,0.578947368421053,1,2
764,2751,0.105263157894737,1,2
765,2779,0.368421052631579,1,2
767,1852,0.473684210526316,1,2
767,1513,0.105263157894737,1,2
769,125,0.947368421052632,1,2
770,731,0.736842105263158,1,2
774,269,0.421052631578947,1,2
777,2626,0.210526315789474,1,2
778,2223,0.315789473684211,1,2
780,896,0,1,2
783,384,0.473684210526316,1,2
784,81,1,1,2
785,2436,0.736842105263158,1,2
785,428,0.210526315789474,1,2
788,1179,0.157894736842105,1,2
788,1503,0.421052631578947,1,2
789,1458,0.315789473684211,1,2
789,747,0.210526315789474,1,2
790,1740,0.526315789473684,1,2
790,2198,0.263157894736842,1,2
796,2529,0.631578947368421,1,2
797,2881,0.315789473684211,1,2
799,2808,0.210526315789474,1,2
800,310,0.631578947368421,1,2
804,71,0.263157894736842,1,2
806,536,0.894736842105263,1,2
806,447,0.421052631578947,1,2
807,1525,1,1,2
813,1997,0.210526315789474,1,2
814,2150,0.315789473684211,1,2
814,3148,0.315789473684211,1,2
816,1550,0.315789473684211,1,2
820,2928,0,1,2
821,1633,0.842105263157895,1,2
823,32,0.263157894736842,1,2
826,2742,0.736842105263158,1,2
826,2486,0.631578947368421,1,2
826,1854,0.368421052631579,1,2
826,3175,0.578947368421053,1,2
826,876,0.263157894736842,1,2
831,2115,0.105263157894737,1,2
835,803,0.473684210526316,1,2
835,1079,0.473684210526316,1,2
839,3214,0.315789473684211,1,2
840,1129,0.789473684210526,1,2
841,1225,0.526315789473684,1,2
842,3408,0.210526315789474,1,2
842,1473,0,1,2
843,2623,0.315789473684211,1,2
844,1618,0.157894736842105,1,2
845,3,0.315789473684211,1,2
848,2206,0.263157894736842,1,2
849,1242,0.210526315789474,1,2
849,3480,0.263157894736842,1,2
850,2665,0.210526315789474,1,2
851,1583,0.421052631578947,1,2
855,3017,1,1,2
855,15,0.842105263157895,1,2
856,3347,0.263157894736842,1,2
861,3199,0.368421052631579,1,2
863,1788,0.210526315789474,1,2
863,1379,0.0526315789473684,1,2
866,2817,0.947368421052632,1,2
866,2345,0.68421052631579,1,2
866,1649,1,1,2
867,1812,0.263157894736842,1,2
869,2191,0.631578947368421,1,2
870,2172,0.0526315789473684,1,2
872,3070,0.526315789473684,1,2
873,3024,1,1,2
874,1213,0.421052631578947,1,2
876,433,0.315789473684211,1,2
878,991,0.210526315789474,1,2
880,883,0.263157894736842,1,2
882,672,0.368421052631579,1,2
883,1949,0.789473684210526,1,2
883,1739,0.315789473684211,1,2
883,848,0.789473684210526,1,2
886,3352,0.421052631578947,1,2
886,1841,0.526315789473684,1,2
886,205,0.578947368421053,1,2
887,1783,0.894736842105263,1,2
887,79,0.578947368421053,1,2
888,1480,0.947368421052632,1,2
890,3293,0.157894736842105,1,2
891,2083,0.789473684210526,1,2
893,262,0.368421052631579,1,2
898,1654,0.631578947368421,1,2
901,36,0.263157894736842,1,2
902,1721,0.368421052631579,1,2
903,350,0.263157894736842,1,2
905,444,0.368421052631579,1,2
911,861,0.578947368421053,1,2
913,712,0.473684210526316,1,2
922,2957,0.578947368421053,1,2
923,2661,0.315789473684211,1,2
924,288,0.105263157894737,1,2
925,458,0.736842105263158,1,2
925,2231,1,1,2
926,613,0.421052631578947,1,2
928,3317,0.68421052631579,1,2
931,142,0.789473684210526,1,2
932,1567,0.68421052631579,1,2
932,883,0.631578947368421,1,2
932,3059,0.789473684210526,1,2
933,35,0.947368421052632,1,2
933,1916,0.631578947368421,1,2
934,1092,0.578947368421053,1,2
934,2814,0.894736842105263,1,2
937,3258,0.315789473684211,1,2
938,2131,0,1,2
939,1997,0.315789473684211,1,2
941,980,0.368421052631579,1,2
942,2880,1,1,2
943,2155,0.578947368421053,1,2
944,2625,0.315789473684211,1,2
946,2696,0,1,2
947,2459,0.105263157894737,1,2
949,1256,0.473684210526316,1,2
950,454,0.210526315789474,1,2
950,2373,0.315789473684211,1,2
951,3458,1,1,2
951,1490,1,1,2
952,2211,0.473684210526316,1,2
952,2633,0.473684210526316,1,2
953,1200,0.526315789473684,1,2
953,778,0.421052631578947,1,2
954,2637,0.526315789473684,1,2
955,2375,0.105263157894737,1,2
956,1541,0.473684210526316,1,2
956,1890,0.315789473684211,1,2
957,1989,0.0526315789473684,1,2
958,561,0.473684210526316,1,2
962,2913,0.526315789473684,1,2
962,529,0.157894736842105,1,2
974,1364,0.421052631578947,1,2
975,2060,1,1,2
975,1889,0.894736842105263,1,2
975,1251,0.789473684210526,1,2
976,2772,0.105263157894737,1,2
976,944,0.0526315789473684,1,2
978,1569,0.789473684210526,1,2
978,578,0.526315789473684,1,2
979,1125,0.210526315789474,1,2
980,363,0.157894736842105,1,2
981,526,0.421052631578947,1,2
981,538,0.157894736842105,1,2
982,7,0.263157894736842,1,2
982,1517,0,1,2
984,3464,0.315789473684211,1,2
986,631,0.105263157894737,1,2
989,1521,1,1,2
989,402,1,1,2
989,2017,1,1,2
989,3131,1,1,2
990,2810,0.526315789473684,1,2
991,2814,0.368421052631579,1,2
993,2112,0.263157894736842,1,2
993,3145,0.210526315789474,1,2
994,3141,0.0526315789473684,1,2
995,378,0.263157894736842,1,2
995,1571,0.105263157894737,1,2
998,415,0.210526315789474,1,2
999,3430,0.473684210526316,1,2
1000,3118,0.210526315789474,1,2
1000,2924,0.0526315789473684,1,2
1001,2180,0.473684210526316,1,2
1002,3393,0.263157894736842,1,2
1004,60,0.263157894736842,1,2
1006,1840,0.0526315789473684,1,2
1009,1553,0.263157894736842,1,2
1010,368,0.0526315789473684,1,2
1014,1612,0.210526315789474,1,2
1018,1344,0.473684210526316,1,2
1018,208,0.0526315789473684,1,2
1020,1764,0.210526315789474,1,2
1023,270,0.315789473684211,1,2
1026,1951,0.0526315789473684,1,2
1028,1873,0.736842105263158,1,2
1028,3336,1,1,2
1030,1976,0.263157894736842,1,2
1030,3189,0.157894736842105,1,2
1031,500,0,1,2
1031,1983,0.421052631578947,1,2
1032,1669,0.526315789473684,1,2
1033,2262,0.105263157894737,1,2
1034,1356,1,1,2
1036,3043,0.210526315789474,1,2
1039,197,0,1,2
1043,56,0.315789473684211,1,2
1043,17,0.368421052631579,1,2
1043,2478,0.315789473684211,1,2
1044,722,0.368421052631579,1,2
1044,1900,0.263157894736842,1,2
1048,3477,0.0526315789473684,1,2
1048,2254,0.157894736842105,1,2
1049,3246,0.315789473684211,1,2
1049,2940,0,1,2
1051,416,0.263157894736842,1,2
1052,2312,0.0526315789473684,1,2
1054,1002,1,1,2
1054,1828,0.631578947368421,1,2
1054,1714,0.473684210526316,1,2
1055,16,0.526315789473684,1,2
1059,2511,0.789473684210526,1,2
1060,655,0.263157894736842,1,2
1061,1323,0.263157894736842,1,2
1069,1231,0.263157894736842,1,2
1070,1735,0.368421052631579,1,2
1072,1080,0.263157894736842,1,2
1073,353,0.421052631578947,1,2
1075,1478,0.263157894736842,1,2
1076,132,0.105263157894737,1,2
1079,734,0.736842105263158,1,2
1080,842,0.210526315789474,1,2
1081,2257,0.894736842105263,1,2
1081,2272,0.736842105263158,1,2
1082,2907,0.473684210526316,1,2
1083,2449,0.210526315789474,1,2
1086,3270,0.263157894736842,1,2
1087,559,0.315789473684211,1,2
1088,49,0.210526315789474,1,2
1089,79,0.0526315789473684,1,2
1093,1854,0.315789473684211,1,2
1094,115,0.736842105263158,1,2
1094,895,0.473684210526316,1,2
1094,2802,0.526315789473684,1,2
1097,211,0.421052631578947,1,2
1101,220,0.631578947368421,1,2
1101,1255,0.631578947368421,1,2
1103,2045,0.210526315789474,1,2
1106,1117,0.315789473684211,1,2
1107,2952,0.315789473684211,1,2
1108,2058,0.315789473684211,1,2
1109,463,0.315789473684211,1,2
1110,766,0.578947368421053,1,2
1113,1842,1,1,2
1116,633,0.210526315789474,1,2
1116,1379,0.157894736842105,1,2
1119,859,0.578947368421053,1,2
1120,502,0.947368421052632,1,2
1122,890,0.473684210526316,1,2
1124,1740,0.421052631578947,1,2
1124,3233,0.368421052631579,1,2
1125,3094,0.315789473684211,1,2
1125,54,0,1,2
1127,349,0.0526315789473684,1,2
1129,1403,0.315789473684211,1,2
1129,553,0.210526315789474,1,2
1130,647,0.315789473684211,1,2
1130,296,0.368421052631579,1,2
1134,3390,0.421052631578947,1,2
1136,234,0.105263157894737,1,2
1138,2823,0.68421052631579,1,2
1140,1450,0.368421052631579,1,2
1140,340,0.315789473684211,1,2
1144,3166,0.210526315789474,1,2
1147,3012,0.263157894736842,1,2
1149,2003,0.263157894736842,1,2
1149,97,0.210526315789474,1,2
1150,1086,0.105263157894737,1,2
1151,2152,0.421052631578947,1,2
1153,2648,0.105263157894737,1,2
1155,1521,1,1,2
1155,1753,0.631578947368421,1,2
1155,3131,1,1,2
1159,2853,0.105263157894737,1,2
1164,826,0.894736842105263,1,2
1166,806,0.315789473684211,1,2
1167,1528,0.421052631578947,1,2
1170,2153,0.157894736842105,1,2
1172,1742,0.526315789473684,1,2
1172,1411,0.368421052631579,1,2
1176,2209,0.210526315789474,1,2
1178,1979,0,1,2
1179,1453,0.631578947368421,1,2
1180,1428,0.157894736842105,1,2
1181,359,0.105263157894737,1,2
1181,1167,0.421052631578947,1,2
1183,1334,0.368421052631579,1,2
1184,1852,0.315789473684211,1,2
1185,2514,0.157894736842105,1,2
1189,2235,0.947368421052632,1,2
1190,1114,0.0526315789473684,1,2
1192,1125,0.473684210526316,1,2
1193,103,0.105263157894737,1,2
